prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,keyword_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
MBUU02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190499,WGS,strain: wine007,isolation_source: Wine,12081046,190,0,No,16,0,11745544,No,CM004975-CM004990,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBUV02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190498,WGS,strain: wine006,isolation_source: Wine,12027543,100,0,No,16,0,11839268,No,CM004991-CM005006,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBUW02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190497,WGS,strain: wine005,isolation_source: Wine,11891042,112,0,No,16,0,11705970,No,CM005007-CM005022,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBUX02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190496,WGS,strain: wine004,isolation_source: Wine,12035585,75,0,No,16,0,11815020,No,CM005023-CM005038,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBUY02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190495,WGS,strain: wine003,isolation_source: Wine,12239423,122,0,No,16,0,12011710,No,CM005039-CM005054,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBUZ02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190494,WGS,strain: wine002,isolation_source: Wine,12061677,58,0,No,16,0,11899181,No,CM005055-CM005070,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBVA02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190493,WGS,strain: wine001,isolation_source: Wine,11994204,86,0,No,16,0,11830120,No,CM005071-CM005086,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBVB01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190492,WGS,strain: spirits011,isolation_source: Spirits,12063403,177,0,No,16,0,11787679,No,CM005087-CM005102,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVC01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190491,WGS,strain: spirits010,isolation_source: Spirits,12395124,500,0,No,16,0,11867483,No,CM005103-CM005118,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVD01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190490,WGS,strain: spirits009,isolation_source: Spirits,12313585,485,0,No,16,0,11821128,No,CM005119-CM005134,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVE01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190489,WGS,strain: spirits008,isolation_source: Spirits,12409833,587,0,No,16,0,11848750,No,CM005135-CM005150,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVF01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190488,WGS,strain: spirits007,isolation_source: Spirits,12358422,325,0,No,16,0,11913164,No,CM005151-CM005166,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVG01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190487,WGS,strain: spirits006,isolation_source: Spirits,12077255,112,0,No,16,0,11846009,No,CM005167-CM005182,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVH01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190486,WGS,strain: spirits005,isolation_source: Spirits,12099394,263,0,No,16,0,11788418,No,CM005183-CM005198,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVI01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190485,WGS,strain: spirits004,isolation_source: Spirits,12254298,268,0,No,16,0,11719433,No,CM005215-CM005230,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVJ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190484,WGS,strain: spirits003,isolation_source: Spirits,12297656,415,0,No,16,0,11844540,No,CM005199-CM005214,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVK01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190483,WGS,strain: spirits002,isolation_source: Spirits,12083633,84,0,No,16,0,11921738,No,CM005231-CM005246,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVL02,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190482,WGS,strain: spirits001,isolation_source: Spirits,13250481,1476,0,No,16,0,12084153,No,CM005247-CM005262,,2016-11-09T00:00:00Z,2016-10-24T00:00:00Z
MBVM01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190481,WGS,strain: sake007,isolation_source: Sake,11873460,123,0,No,16,0,11641504,No,CM005263-CM005278,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVN01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190480,WGS,strain: sake006,isolation_source: Sake,11788988,93,0,No,16,0,11600226,No,CM005279-CM005294,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVO01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190479,WGS,strain: sake005,isolation_source: Sake,11858350,87,0,No,16,0,11679959,No,CM005295-CM005310,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVP01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190478,WGS,strain: sake004,isolation_source: Sake,11889758,117,0,No,16,0,11670759,No,CM005311-CM005326,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVQ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190477,WGS,strain: sake003,isolation_source: Sake,11947238,85,0,No,16,0,11768771,No,CM005327-CM005342,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVR01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190476,WGS,strain: sake002,isolation_source: Sake,12068392,89,0,No,16,0,11782088,No,CM005343-CM005358,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVS01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190475,WGS,strain: sake001,isolation_source: Sake,11860629,115,0,No,16,0,11638868,No,CM005359-CM005374,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVT01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190474,WGS,strain: laboratory002,isolation_source: Lab,12238557,76,0,No,16,0,12121120,No,CM005375-CM005390,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVU01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190473,WGS,strain: laboratory001,isolation_source: Lab,12091764,91,0,No,16,0,11911063,No,CM005391-CM005406,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVV01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190472,WGS,strain: bread004,isolation_source: Bread,12381618,358,0,No,16,0,11753934,No,CM005423-CM005438,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVW01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190471,WGS,strain: bread003,isolation_source: Bread,12343512,360,0,No,16,0,11874496,No,CM005439-CM005454,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVX01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190470,WGS,strain: bread002,isolation_source: Bread,12318890,384,0,No,16,0,11836987,No,CM005407-CM005422,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVY01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190469,WGS,strain: bread001,isolation_source: Bread,12362452,400,0,No,16,0,11868054,No,CM005503-CM005518,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBVZ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190468,WGS,strain: bioethanol005,isolation_source: Bioethanol,12513145,299,0,No,16,0,12054282,No,CM005455-CM005470,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWA01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190467,WGS,strain: bioethanol004,isolation_source: Bioethanol,11913607,124,0,No,16,0,11709027,No,CM005487-CM005502,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWB01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190466,WGS,strain: bioethanol003,isolation_source: Bioethanol,11869123,93,0,No,16,0,11713833,No,CM005471-CM005486,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWC01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190465,WGS,strain: bioethanol002,isolation_source: Bioethanol,12499313,414,0,No,16,0,11988976,No,CM005519-CM005534,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWD01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190464,WGS,strain: bioethanol001,isolation_source: Bioethanol,11884406,124,0,No,16,0,11692448,No,CM005535-CM005550,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWE01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190463,WGS,strain: beer102,isolation_source: Beer,12167973,395,0,No,16,0,11806198,No,CM005551-CM005566,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWF01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190462,WGS,strain: beer101,isolation_source: Beer,12358602,588,0,No,16,0,11864188,No,CM005567-CM005582,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWG01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190461,WGS,strain: beer100,isolation_source: Beer,12349251,638,0,No,16,0,11823276,No,CM005599-CM005614,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWH01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190460,WGS,strain: beer099,isolation_source: Beer,12492134,725,0,No,16,0,11888307,No,CM005583-CM005598,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWI01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190459,WGS,strain: beer098,isolation_source: Beer,12168513,477,0,No,16,0,11783739,No,CM005615-CM005630,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWJ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190458,WGS,strain: beer097,isolation_source: Beer,12808139,898,0,No,16,0,11948388,No,CM005631-CM005646,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWK01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190457,WGS,strain: beer096,isolation_source: Beer,12919454,1012,0,No,16,0,11985242,No,CM005663-CM005678,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWL01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190456,WGS,strain: beer095,isolation_source: Beer,12742543,787,0,No,16,0,11950242,No,CM005647-CM005662,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWM01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190455,WGS,strain: beer094,isolation_source: Beer,12304834,517,0,No,16,0,11867723,No,CM005679-CM005694,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWN01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190454,WGS,strain: beer093,isolation_source: Beer,12141343,347,0,No,16,0,11799698,No,CM005695-CM005710,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWO01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190453,WGS,strain: beer092,isolation_source: Beer,12336308,385,0,No,16,0,11899075,No,CM005711-CM005726,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWP01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190452,WGS,strain: beer091,isolation_source: Beer,12400786,501,0,No,16,0,11929760,No,CM005727-CM005742,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWQ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190451,WGS,strain: beer090,isolation_source: Beer,12289934,482,0,No,16,0,11849634,No,CM005743-CM005758,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWR01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190450,WGS,strain: beer089,isolation_source: Beer,12286626,505,0,No,16,0,11866059,No,CM005759-CM005774,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWS01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190449,WGS,strain: beer088,isolation_source: Beer,12223673,214,0,No,16,0,12004412,No,CM005775-CM005790,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
LXON01,WGS,,PLN,Pyricularia oryzae,PRJNA320483,SAMN04940126,WGS,strain: BdBar16-1,"host: Triticum aestivum,isolation_source: wheat head",42084471,10105,0,No,0,0,0,No,,,2016-06-23T00:00:00Z,2016-06-23T00:00:00Z
LXOO01,WGS,,PLN,Pyricularia oryzae,PRJNA320483,SAMN04942531,WGS,strain: BdJes16-1,"host: Triticum aestivum,isolation_source: wheat head",41344138,7154,0,No,0,0,0,No,,,2016-06-23T00:00:00Z,2016-06-23T00:00:00Z
LXOP01,WGS,,PLN,Pyricularia oryzae,PRJNA320483,SAMN04942534,WGS,strain: BdMeh16-1,"host: Triticum aestivum,isolation_source: wheat head",42962175,4301,0,No,0,0,0,No,,,2016-06-23T00:00:00Z,2016-06-23T00:00:00Z
LXOQ01,WGS,,PLN,Pyricularia oryzae,PRJNA320483,SAMN04942725,WGS,strain: B71,"host: Triticum aestivum,isolation_source: wheat head",43625833,1787,0,No,0,0,0,No,,,2016-06-23T00:00:00Z,2016-06-23T00:00:00Z
LXPB01,WGS,,PLN,Nadsonia fulvescens var. elongata DSM 6958,PRJNA207853,SAMN02744094,WGS,strain: DSM 6958,,13682059,200,0,No,20,5649,13746944,Yes,KV454406-KV454425,,2016-09-09T00:00:00Z,2016-06-10T00:00:00Z
LXPE01,WGS,,PLN,Hanseniaspora valbyensis NRRL Y-1626,PRJNA64991,SAMN00253866,WGS,strain: NRRL Y-1626,,11464036,647,4772,Yes,0,0,0,No,,,2016-09-07T00:00:00Z,2016-06-17T00:00:00Z
LXPI01,WGS,,PLN,Hyaloscypha bicolor E,PRJNA196026,SAMN02194342,WGS,strain: E,,82267893,301,0,No,206,18617,82384847,Yes,KZ613731-KZ613936,,2018-01-10T00:00:00Z,2018-01-08T00:00:00Z
LXPO01,WGS,,PLN,Paraphaeosphaeria sporulosa,PRJNA239489,SAMN02745364,WGS,strain: AP3s5-JAC2a,,38084891,445,0,No,61,14734,38464024,Yes,KV441548-KV441608,,2016-05-11T00:00:00Z,2016-05-10T00:00:00Z
LXPP01,WGS,,PLN,Alternaria alternata,PRJNA239482,SAMN02745592,WGS,strain: SRC1lrK2f,,32986874,91,0,No,79,13466,32990834,Yes,KV441469-KV441547,,2016-05-11T00:00:00Z,2016-05-10T00:00:00Z
LXPR01,WGS,,PLN,Hyaloscypha variabilis F,PRJNA200595,SAMN02194509,WGS,strain: F,,55783587,272,0,No,93,20386,55857776,Yes,KZ613937-KZ614029,,2018-01-10T00:00:00Z,2018-01-08T00:00:00Z
LXSZ01,WGS,,PLN,Pyrenochaeta sp. DS3sAY3a,PRJNA255591,SAMN02927933,WGS,strain: DS3sAY3a,,38304615,277,0,No,69,14990,38501010,Yes,KV441636-KV441704,,2016-05-18T00:00:00Z,2016-05-12T00:00:00Z
LXTA01,WGS,,PLN,Stagonospora sp. SRC1lsM3a,PRJNA255590,SAMN02927915,WGS,strain: SRC1lsM3a,,35969053,137,0,No,44,14425,36082944,Yes,KV441705-KV441748,,2016-05-17T00:00:00Z,2016-05-12T00:00:00Z
LXTC01,WGS,,PLN,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993,PRJNA207846,SAMN00773783,WGS,strain: NRRL YB-4993,,16055203,48,5838,Yes,0,0,0,No,,,2016-09-07T00:00:00Z,2016-06-17T00:00:00Z
LXZY01,WGS,,PLN,Kluyveromyces marxianus,PRJNA320854,SAMN04958224,WGS,isolate: B0399,"isolation_source: whey and curds of cow milk,tissue_type: whole",11014586,303,0,No,48,0,22706742,No,"CM004405-CM004413,KV452655-KV452693",,2016-06-09T00:00:00Z,2016-06-03T00:00:00Z
LYBP01,WGS,,PLN,Hyaloscypha hepaticicola,PRJNA263050,SAMN03097691,WGS,strain: UAMH 7357,,56764259,1025,0,No,267,16783,57408471,Yes,KZ613464-KZ613730,,2018-01-10T00:00:00Z,2018-01-08T00:00:00Z
LYBQ01,WGS,,PLN,Hyphopichia burtonii NRRL Y-1933,PRJNA207851,SAMN00794652,WGS,strain: NRRL Y-1933,,12346325,243,0,No,27,5996,12403110,Yes,KV454538-KV454564,,2016-09-15T00:00:00Z,2016-06-10T00:00:00Z
LYBR01,WGS,,PLN,Ascoidea rubescens DSM 1968,PRJNA207865,SAMN02746076,WGS,strain: DSM 1968,,17458255,326,0,No,63,6787,17503998,Yes,KV454475-KV454537,,2016-09-15T00:00:00Z,2016-06-10T00:00:00Z
LYCR01,WGS,,PLN,Aspergillus bombycis,PRJNA320549,SAMN04942831,WGS,strain: NRRL 26010,isolation_source: excrement,37474605,450,12265,Yes,0,0,0,No,,,2016-10-19T00:00:00Z,2016-10-19T00:00:00Z
LYLZ01,WGS,,PLN,Linnemannia elongata AG-77,PRJNA196039,SAMN02745706,WGS,strain: AG-77,,49697767,898,0,No,472,14961,49851634,Yes,KV442011-KV442482,,2016-05-26T00:00:00Z,2016-05-24T00:00:00Z
LYME01,WGS,,PLN,Suhomyces tanzawaensis NRRL Y-17324,PRJNA207878,SAMN00794653,WGS,strain: NRRL Y-17324,,13103345,249,0,No,16,5885,13136204,Yes,KV453909-KV453924,,2016-09-15T00:00:00Z,2016-06-10T00:00:00Z
LYON02,WGS,,PLN,Batrachochytrium salamandrivorans,PRJNA311566,SAMN04485880,WGS,strain: AMFP13,host: Salamandra salamandra,73346731,165,10867,Yes,0,0,0,No,,,2022-12-08T00:00:00Z,2022-12-08T00:00:00Z
LYOO01,WGS,,PLN,Ustilago maydis,PRJNA322266,SAMN05150233,WGS,strain: RK818,host: maize,20622051,4767,0,No,0,0,0,No,,,2016-06-08T00:00:00Z,2016-06-08T00:00:00Z
LYPD01,WGS,,PLN,Kluyveromyces marxianus,PRJNA316809,SAMN04590183,WGS,strain: UFS-Y2791,isolation_source: Agave plant,10695463,1096,0,No,0,0,0,No,,,2016-07-21T00:00:00Z,2016-07-21T00:00:00Z
LYUB02,WGS,,PLN,Clavispora lusitaniae,PRJNA323545,SAMN05180929,WGS,strain: CBS 6936,isolation_source: citrus peel juice,11992787,53,5537,Yes,0,0,0,No,,,2017-06-08T00:00:00Z,2017-06-08T00:00:00Z
LYUC01,WGS,,PLN,Paracoccidioides brasiliensis,PRJNA288047,SAMN03793109,WGS,strain: CNH,host: Homo sapiens,29442093,391,8324,Yes,0,0,0,No,,,2016-08-25T00:00:00Z,2016-08-25T00:00:00Z
LYXU01,WGS,,PLN,Fusarium poae,PRJNA319914,SAMN05178635,WGS,strain: 2516,host: Triticum aestivum,46476831,181,14740,Yes,0,0,0,No,,,2016-07-20T00:00:00Z,2016-06-22T00:00:00Z
LYZD01,WGS,,PLN,Ustilago maydis,PRJNA324064,SAMN05194381,WGS,strain: ATCC bA22899,host: maize and teosinte (Zea mays),20208930,2938,0,No,0,0,0,No,,,2016-06-13T00:00:00Z,2016-06-13T00:00:00Z
LYZE01,WGS,,PLN,Saccharomyces cerevisiae W303,PRJNA324291,SAMN05199423,WGS,strain: W303,isolation_source: laboratory culture stock,12433409,21,0,Yes,18,0,12398743,No,CM007964-CM007981,,2017-06-06T00:00:00Z,2017-06-01T00:00:00Z
LYZI01,WGS,,PLN,Rhizopogon vinicolor AM-OR11-026,PRJNA196085,SAMN02745878,WGS,strain: AM-OR11-026,,35272728,3271,0,No,2310,14465,36102320,Yes,KV448122-KV450431,,2016-06-07T00:00:00Z,2016-06-06T00:00:00Z
MBWT01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190448,WGS,strain: beer087,isolation_source: Beer,12293008,490,0,No,16,0,11888968,No,CM005791-CM005806,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWU01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190447,WGS,strain: beer086,isolation_source: Beer,12362330,563,0,No,16,0,11881064,No,CM005807-CM005822,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWV01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190446,WGS,strain: beer085,isolation_source: Beer,12479185,533,0,No,16,0,11904185,No,CM005823-CM005838,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWW01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190445,WGS,strain: beer084,isolation_source: Beer,12144452,228,0,No,16,0,11879714,No,CM005839-CM005854,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWX01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190444,WGS,strain: beer083,isolation_source: Beer,12105178,182,0,No,16,0,11868517,No,CM005855-CM005870,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWY01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190443,WGS,strain: beer082,isolation_source: Beer,12182436,468,0,No,16,0,11793667,No,CM005871-CM005886,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBWZ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190442,WGS,strain: beer081,isolation_source: Beer,12259592,537,0,No,16,0,11797925,No,CM005887-CM005902,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXA01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190441,WGS,strain: beer080,isolation_source: Beer,12342674,497,0,No,16,0,11904996,No,CM005903-CM005918,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXB01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190440,WGS,strain: beer079,isolation_source: Beer,12205537,406,0,No,16,0,11813864,No,CM005919-CM005934,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXC01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190439,WGS,strain: beer078,isolation_source: Beer,12192411,402,0,No,16,0,11841173,No,CM005935-CM005950,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXD01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190438,WGS,strain: beer077,isolation_source: Beer,12154501,389,0,No,16,0,11817919,No,CM005951-CM005966,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXE01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190437,WGS,strain: beer076,isolation_source: Beer,12187763,400,0,No,16,0,11818550,No,CM005967-CM005982,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXF01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190436,WGS,strain: beer075,isolation_source: Beer,12206827,430,0,No,16,0,11835470,No,CM005983-CM005998,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXG01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190435,WGS,strain: beer074,isolation_source: Beer,12113438,334,0,No,16,0,11773183,No,CM005999-CM006014,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXH01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190434,WGS,strain: beer073,isolation_source: Beer,12326305,542,0,No,16,0,11881955,No,CM006015-CM006030,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXI01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190433,WGS,strain: beer072,isolation_source: Beer,12021606,317,0,No,16,0,11718808,No,CM006031-CM006046,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXJ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190432,WGS,strain: beer071,isolation_source: Beer,12027423,331,0,No,16,0,11682242,No,CM006047-CM006062,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXK01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190431,WGS,strain: beer070,isolation_source: Beer,11992971,178,0,No,16,0,11754338,No,CM006063-CM006078,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXL01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190430,WGS,strain: beer069,isolation_source: Beer,12268615,478,0,No,16,0,11855395,No,CM006079-CM006094,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXM01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190429,WGS,strain: beer068,isolation_source: Beer,11906575,157,0,No,16,0,11704922,No,CM006095-CM006110,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXN01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190428,WGS,strain: beer067,isolation_source: Beer,12182130,438,0,No,16,0,11813268,No,CM006111-CM006126,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXO01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190427,WGS,strain: beer066,isolation_source: Beer,12174042,443,0,No,16,0,11781708,No,CM006127-CM006142,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXP01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190426,WGS,strain: beer065,isolation_source: Beer,12098161,402,0,No,16,0,11743741,No,CM006143-CM006158,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXQ01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190425,WGS,strain: beer064,isolation_source: Beer,12289946,575,0,No,16,0,11825101,No,CM006159-CM006174,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXR01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190424,WGS,strain: beer063,isolation_source: Beer,12322823,422,0,No,16,0,11886818,No,CM006175-CM006190,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXS01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190423,WGS,strain: beer062,isolation_source: Beer,12395782,547,0,No,16,0,11882656,No,CM006191-CM006206,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXT01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190422,WGS,strain: beer061,isolation_source: Beer,12268826,416,0,No,16,0,11836353,No,CM006207-CM006222,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
MBXU01,WGS,,PLN,Saccharomyces cerevisiae,PRJNA323691,SAMN05190421,WGS,strain: beer060,isolation_source: Beer,12272740,495,0,No,16,0,11858082,No,CM006223-CM006238,,2016-09-21T00:00:00Z,2016-09-12T00:00:00Z
