prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,keyword_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
OMNZ01,WGS,,VRT,Lesueurigobius sanzi,PRJEB12469,SAMEA4028816,WGS,,tissue_type: Muscle,810626388,130360,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOA01,WGS,,VRT,Arctogadus glacialis,PRJEB12469,SAMEA4028798,WGS,,tissue_type: Fin,428791846,139389,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOB01,WGS,,VRT,Gadus chalcogrammus,PRJEB12469,SAMEA4028800,WGS,,tissue_type: Fin,448868398,130159,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOC01,WGS,,VRT,Chaenocephalus aceratus,PRJEB12469,SAMEA4028820,WGS,,tissue_type: Muscle,623452208,114963,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOS01,WGS,,VRT,Merluccius merluccius,PRJEB12469,SAMEA4028777,WGS,,tissue_type: Thymus,401034705,102914,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOT01,WGS,,VRT,Acanthochaenus luetkenii,PRJEB12469,SAMEA4028810,WGS,,tissue_type: Muscle,545759480,91087,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOU01,WGS,,VRT,Malacocephalus occidentalis,PRJEB12469,SAMEA4028787,WGS,,tissue_type: Muscle,350339566,95829,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOV01,WGS,,VRT,Beryx splendens,PRJEB12469,SAMEA4028808,WGS,,tissue_type: Muscle,533267752,117400,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOW01,WGS,,VRT,Lamprogrammus exutus,PRJEB12469,SAMEA4028812,WGS,,tissue_type: Muscle,492850272,120937,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOX01,WGS,,VRT,Guentherus altivela,PRJEB12469,SAMEA4028767,WGS,,tissue_type: Muscle,539598795,189411,0,No,0,0,0,No,,,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z
OMOY01,WGS,,INV,Fasciola hepatica,PRJEB25283,SAMEA104656475,WGS,strain: Shrewsbury,,1163517909,78522,0,No,2816,0,1203652780,No,LT996938-LT999753,,2018-04-21T00:00:00Z,2018-04-21T00:00:00Z
OMOZ01,WGS,,VRT,Merluccius polli,PRJEB12469,SAMEA4028776,WGS,,tissue_type: Muscle,401149128,113894,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
OMPA01,WGS,,VRT,Pollachius virens,PRJEB12469,SAMEA4028795,WGS,,tissue_type: Spleen,394927939,116705,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
OMPB01,WGS,,VRT,Stylephorus chordatus,PRJEB12469,SAMEA4028774,WGS,,tissue_type: Muscle,488488587,128468,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
OMPJ01,WGS,,VRT,Carapus acus,PRJEB12469,SAMEA4028813,WGS,,tissue_type: Muscle,387834307,46699,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
OMPK01,WGS,,VRT,Myoxocephalus scorpius,PRJEB12469,SAMEA4028818,WGS,,tissue_type: Muscle,520316443,85863,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
OMPL01,WGS,,VRT,Merluccius capensis,PRJEB12469,SAMEA4028778,WGS,,tissue_type: Muscle,414317329,110925,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
OSAB01,WGS,,INV,Pristionchus exspectatus,PRJEB24288,SAMEA104471574,WGS,,,167014498,10067,0,No,4412,0,177635997,No,LS393413-LS397824,,2018-05-02T00:00:00Z,2018-05-02T00:00:00Z
OUUW01,WGS,,INV,Drosophila guanche,PRJEB21790,SAMEA104164776,WGS,,dev_stage: adult,140632981,13506,17608,Yes,0,0,0,No,,,2018-09-20T00:00:00Z,2018-09-20T00:00:00Z
OUVA01,WGS,,MAM,Ovis aries,PRJEB26094,SAMEA4028454,WGS,,isolation_source: fecal,29545614,29495,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OVJJ01,WGS,,VRT,Simochromis diagramma,PRJEB26682,SAMEA104026415,WGS,,,848827444,823,0,No,0,0,0,No,,,2018-06-18T00:00:00Z,2018-06-18T00:00:00Z
OZJO01,WGS,,INV,Acrobeloides nanus,PRJEB26554,SAMEA4636634,WGS,,,248054631,30759,0,No,0,0,0,No,,,2018-06-08T00:00:00Z,2018-06-08T00:00:00Z
OQOY01,WGS,,MAM,Ovis aries,PRJEB26094,SAMEA4028456,WGS,,isolation_source: fecal,9382500,10606,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQPA01,WGS,,MAM,Ovis aries,PRJEB26094,SAMEA4028455,WGS,,isolation_source: fecal,54010522,44181,0,No,0,0,0,No,,,2018-11-07T00:00:00Z,2018-10-24T00:00:00Z
OQPC01,WGS,,MAM,Ovis aries,PRJEB26094,SAMEA4028453,WGS,,isolation_source: fecal,65451377,67919,0,No,0,0,0,No,,,2018-11-08T00:00:00Z,2018-10-24T00:00:00Z
PXIH01,WGS,,INV,Euperipatoides rowelli,PRJNA203089,SAMN02644986,WGS,isolate: MRLB_TSF,"isolation_source: DNA was obtained from a single specimen. The animal was starved and the gut was removed prior to DNA/RNA extraction to avoid contamination,tissue_type: Whole organism without the gut",1745160647,1038669,0,No,311309,0,2681849960,No,PXIH01S000001-PXIH01S311309,,2018-03-21T00:00:00Z,2018-03-14T00:00:00Z
PXJM02,WGS,,INV,Diabrotica virgifera virgifera,PRJNA432972,SAMN08631342,WGS,isolate: Ped12-6-A-3,"dev_stage: adult,isolation_source: laboratory colony,tissue_type: whole insect",1850692199,585680,15,Yes,43342,463,2339858317,Yes,ML014983-ML058324,,2022-04-08T00:00:00Z,2018-10-15T00:00:00Z
PYAM01,WGS,,VRT,Amphiprion percula,PRJNA436093,SAMN08615572,WGS,isolate: AP_NGBR_F1_2018,tissue_type: brain,908955932,366,0,No,25,0,890171401,No,"CM009708-CM009731,CM011763-CM011763",,2018-11-28T00:00:00Z,2018-04-10T00:00:00Z
PYGN01,WGS,,INV,Blattella germanica,PRJNA427252,SAMN08772480,WGS,"isolate: EBB2017,strain: American Cyanamid = Orlando Normal","dev_stage: adult,tissue_type: whole body",2037297555,24818,29581,Yes,0,0,0,No,,,2018-03-26T00:00:00Z,2018-03-26T00:00:00Z
PYHW01,WGS,,VRT,Turdus rufiventris,PRJNA437639,SAMN08668864,WGS,,"dev_stage: adult,tissue_type: blood",1046948833,11042,18334,Yes,0,0,0,No,,,2020-05-28T00:00:00Z,2020-05-28T00:00:00Z
PYIH02,WGS,,VRT,Pipra filicauda,PRJNA445296,SAMN08774045,WGS,isolate: LSUMZ 115617,"dev_stage: adult,tissue_type: muscle",1081944082,1768,0,No,0,0,0,No,,,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z
PYSK01,WGS,,INV,Bombyx mandarina,PRJNA445374,SAMN08782053,WGS,"breed: wild silkmoth,isolate: Bman2017",tissue_type: Silk gland,398573003,3104,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-12-31T00:00:00Z
PVHN01,WGS,,ROD,Dipodomys stephensi,PRJNA399390,SAMN07678080,WGS,isolate: BS19,dev_stage: adult,2346418196,1269643,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHO01,WGS,,PRI,Saguinus imperator,PRJNA399417,SAMN07678110,WGS,isolate: BS22,dev_stage: adult,3493717886,1666189,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHP01,WGS,,ROD,Zapus hudsonius,PRJNA399434,SAMN07678139,WGS,isolate: BS14,dev_stage: adult,2611189839,1158100,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHQ01,WGS,,PRI,Mirza coquereli,PRJNA399404,SAMN07678095,WGS,isolate: BS13,dev_stage: adult,2340865962,440879,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHR01,WGS,,PRI,Cheirogaleus medius,PRJNA399382,SAMN07678072,WGS,isolate: BS12,dev_stage: adult,2393092913,547751,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHS01,WGS,,PRI,Ateles geoffroyi,PRJNA399374,SAMN07678064,WGS,isolate: BS17,dev_stage: adult,2897033911,869075,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHT02,WGS,,MAM,Catagonus wagneri,PRJNA399378,SAMN07678067,WGS,isolate: BS18,dev_stage: adult,2640067814,1183730,0,No,0,0,0,No,,,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z
PVHU02,WGS,,MAM,Moschus moschiferus,PRJNA399405,SAMN07678096,WGS,isolate: BS20,dev_stage: adult,3069608437,1072499,0,No,0,0,0,No,,,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z
PVHV01,WGS,,PRI,Lemur catta,PRJNA399402,SAMN07678092,WGS,isolate: BS26,dev_stage: adult,2298449872,575427,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHW01,WGS,,PRI,Pygathrix nemaeus,PRJNA399415,SAMN07678108,WGS,isolate: BS24,dev_stage: adult,3217150031,1431093,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHX01,WGS,,ROD,Xerus inauris,PRJNA399425,SAMN07678119,WGS,isolate: US057,dev_stage: adult,2601418404,577370,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHY01,WGS,,MAM,Uropsilus gracilis,PRJNA399362,SAMN07678046,WGS,isolate: US010,dev_stage: adult,2112710047,723835,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVHZ02,WGS,,MAM,Tragulus javanicus,PRJNA399456,SAMN07678116,WGS,isolate: US108,dev_stage: adult,2589955488,1082489,0,No,0,0,0,No,,,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z
PVIA01,WGS,,MAM,Tonatia saurophila,PRJNA399356,SAMN07678031,WGS,isolate: US038,dev_stage: adult,2105886965,249810,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIB01,WGS,,MAM,Tolypeutes matacus,PRJNA399423,SAMN07678115,WGS,isolate: US073,dev_stage: adult,4115028163,2925507,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIC01,WGS,,ROD,Thryonomys swinderianus,PRJNA399470,SAMN07678129,WGS,isolate: US090,dev_stage: adult,2662148533,1889641,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVID01,WGS,,MAM,Tapirus terrestris,PRJNA399422,SAMN07678114,WGS,isolate: BS40,dev_stage: adult,2571458752,803506,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIE01,WGS,,MAM,Tapirus indicus,PRJNA399421,SAMN07678113,WGS,isolate: BS100,dev_stage: adult,2425203111,280135,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIF01,WGS,,MAM,Tamandua tetradactyla,PRJNA399420,SAMN07678112,WGS,isolate: US055,dev_stage: adult,3849374830,2144204,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIG01,WGS,,MAM,Tadarida brasiliensis,PRJNA399430,SAMN07678131,WGS,isolate: US034,dev_stage: adult,2709928648,1067615,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIH01,WGS,,ROD,Sigmodon hispidus,PRJNA399433,SAMN07678138,WGS,isolate: US029,dev_stage: adult,2730600022,883546,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVII01,WGS,,PRI,Semnopithecus entellus,PRJNA399419,SAMN07678111,WGS,isolate: BS30,dev_stage: adult,3033044217,1063749,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIJ01,WGS,,MAM,Scalopus aquaticus,PRJNA399361,SAMN07678045,WGS,isolate: US009,dev_stage: adult,2068871057,640296,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIK01,WGS,,MAM,Saiga tatarica,PRJNA399418,SAMN07678151,WGS,isolate: BS49,dev_stage: adult,2876186568,1772199,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIL01,WGS,,MAM,Rousettus aegyptiacus,PRJNA399428,SAMN07678121,WGS,isolate: US006,dev_stage: adult,1972131931,221754,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
PVIM01,WGS,,ROD,Rhizomys pruinosus,PRJNA399452,SAMN07678150,WGS,isolate: US103,dev_stage: adult,3937265448,4150536,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIN01,WGS,,MAM,Rangifer tarandus,PRJNA399416,SAMN07678109,WGS,isolate: US061,dev_stage: adult,2897299934,1360739,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIO03,WGS,,MAM,Procavia capensis,PRJNA399414,SAMN07678107,WGS,isolate: US060,dev_stage: adult,3705616399,825181,0,No,0,0,0,No,,,2022-11-08T00:00:00Z,2022-11-08T00:00:00Z
PVIP01,WGS,,PRI,Pithecia pithecia,PRJNA399413,SAMN07678106,WGS,isolate: BS33,dev_stage: adult,2933562501,892330,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIQ01,WGS,,MAM,Pipistrellus pipistrellus,PRJNA399427,SAMN07678120,WGS,isolate: US040,dev_stage: adult,2090670443,726104,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIR01,WGS,,ROD,Petromus typicus,PRJNA399347,SAMN07678021,WGS,isolate: US052,dev_stage: adult,2389366989,910679,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIS01,WGS,,MAM,Ovis canadensis,PRJNA399410,SAMN07678102,WGS,isolate: BS48,dev_stage: adult,2863658823,1048136,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIT01,WGS,,ROD,Onychomys torridus,PRJNA399348,SAMN07678022,WGS,isolate: US017,dev_stage: adult,3202219269,2261735,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIU01,WGS,,ROD,Ondatra zibethicus,PRJNA399451,SAMN07678059,WGS,isolate: US110,dev_stage: adult,2562752769,565356,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIV01,WGS,,PRI,Nycticebus coucang,PRJNA399409,SAMN07678100,WGS,isolate: BS32,dev_stage: adult,3294558825,1937143,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIW01,WGS,,MAM,Noctilio leporinus,PRJNA399473,SAMN07678134,WGS,isolate: US093,dev_stage: adult,2098501394,298222,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIX01,WGS,,PRI,Nasalis larvatus,PRJNA399408,SAMN07678099,WGS,isolate: BS101,dev_stage: adult,3050434315,923815,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIY01,WGS,,MAM,Myrmecophaga tridactyla,PRJNA399407,SAMN07678098,WGS,isolate: BS39,dev_stage: adult,3547273050,1621408,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVIZ01,WGS,,MAM,Myotis myotis,PRJNA399444,SAMN07678038,WGS,isolate: US100,dev_stage: adult,2294472406,1045197,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJA01,WGS,,ROD,Myocastor coypus,PRJNA399346,SAMN07678020,WGS,isolate: US051,dev_stage: adult,2903175784,1669667,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJB01,WGS,,ROD,Muscardinus avellanarius,PRJNA399340,SAMN07678014,WGS,isolate: US077,dev_stage: adult,2527147110,466805,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJC01,WGS,,MAM,Murina aurata feae,PRJNA399367,SAMN07678148,WGS,isolate: US074,dev_stage: adult,2331551382,880177,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJD01,WGS,,MAM,Mormoops blainvillei,PRJNA399472,SAMN07678133,WGS,isolate: US096,dev_stage: adult,2111750309,205259,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJE01,WGS,,MAM,Monodon monoceros,PRJNA399349,SAMN07678024,WGS,isolate: BS41,dev_stage: adult,2472545502,644873,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJF01,WGS,,MAM,Monodon monoceros,PRJNA399349,SAMN07678023,WGS,isolate: BS03,dev_stage: adult,2546711041,882704,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJG01,WGS,,MAM,Miniopterus schreibersii,PRJNA399366,SAMN07678147,WGS,isolate: US075,dev_stage: adult,1775846775,177620,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJH01,WGS,,MAM,Nesogale talazaci,PRJNA399450,SAMN07678058,WGS,isolate: US118,dev_stage: adult,3236147583,788895,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJI01,WGS,,MAM,Micronycteris hirsuta,PRJNA399354,SAMN07678146,WGS,isolate: US037,dev_stage: adult,2314654405,550090,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJJ01,WGS,,MAM,Mesoplodon bidens,PRJNA399476,SAMN07678145,WGS,isolate: US080,dev_stage: adult,2797694783,1801720,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJK01,WGS,,ROD,Meriones unguiculatus,PRJNA399432,SAMN07678137,WGS,isolate: US013,dev_stage: adult,2637041433,785187,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJL01,WGS,,MAM,Megaderma lyra,PRJNA399353,SAMN07678029,WGS,isolate: US036,dev_stage: adult,2620948449,1902801,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJM01,WGS,,MAM,Lepus americanus,PRJNA399359,SAMN07678042,WGS,isolate: BS55,dev_stage: adult,3123271264,1592829,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJN01,WGS,,MAM,Lasiurus borealis,PRJNA399352,SAMN07678027,WGS,isolate: US024,dev_stage: adult,2857590849,518900,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJO01,WGS,,ROD,Hystrix cristata,PRJNA399401,SAMN07678090,WGS,isolate: US031,dev_stage: adult,2470917678,1136598,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJP02,WGS,,MAM,Hippopotamus amphibius,PRJNA399399,SAMN07678089,WGS,isolate: BS01,dev_stage: adult,2733493772,910835,0,No,0,0,0,No,,,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z
PVJQ01,WGS,,MAM,Heterohyrax brucei,PRJNA399398,SAMN07678088,WGS,isolate: US064,dev_stage: adult,3618151652,967933,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJR01,WGS,,MAM,Hemitragus hylocrius,PRJNA399397,SAMN07678087,WGS,isolate: BS50,dev_stage: adult,2715042536,469163,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJS01,WGS,,ROD,Glis glis,PRJNA399435,SAMN07678015,WGS,isolate: US078,dev_stage: adult,2462087207,433430,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJT02,WGS,,MAM,Galeopterus variegatus,PRJNA399345,SAMN07678019,WGS,isolate: US047,dev_stage: adult,3349451543,1523781,0,No,0,0,0,No,,,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z
PVJU01,WGS,,PRI,Eulemur fulvus,PRJNA399393,SAMN07678083,WGS,isolate: BS10,dev_stage: adult,2748885701,1693913,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJV01,WGS,,PRI,Erythrocebus patas,PRJNA399392,SAMN07678082,WGS,isolate: BS28,dev_stage: adult,3490485286,2563960,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJW01,WGS,,MAM,Elephantulus edwardii,PRJNA399475,SAMN07678142,WGS,isolate: BS57,dev_stage: adult,4288896762,2475866,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJX01,WGS,,ROD,Dolichotis patagonum,PRJNA399391,SAMN07678081,WGS,isolate: US062,dev_stage: adult,3289614431,1905764,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVJY02,WGS,,MAM,Diceros bicornis,PRJNA399388,SAMN07678078,WGS,isolate: BS38,dev_stage: adult,3060207893,1981226,0,No,0,0,0,No,,,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z
PVJZ01,WGS,,PRI,Daubentonia madagascariensis,PRJNA399387,SAMN07678077,WGS,isolate: BS11,dev_stage: adult,2498418007,342451,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKA01,WGS,,ROD,Ctenomys sociabilis,PRJNA399368,SAMN07678051,WGS,isolate: BS34,dev_stage: adult,2834814551,807571,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKB01,WGS,,ROD,Ctenodactylus gundi,PRJNA399344,SAMN07678018,WGS,isolate: US049,dev_stage: adult,2322471743,860073,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKC01,WGS,,MAM,Crocidura indochinensis,PRJNA399360,SAMN07678044,WGS,isolate: US011,dev_stage: adult,3082217326,2415412,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKD01,WGS,,ROD,Cricetomys gambianus,PRJNA399436,SAMN07678025,WGS,isolate: US082,dev_stage: adult,2397721602,1102952,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKE01,WGS,,MAM,Craseonycteris thonglongyai,PRJNA399445,SAMN07678039,WGS,isolate: US097,dev_stage: adult,2272093077,1224256,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKF01,WGS,,MAM,Chrysochloris asiatica,PRJNA399474,SAMN07678135,WGS,isolate: BS56,dev_stage: adult,4750461421,3428078,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKG01,WGS,,MAM,Choloepus didactylus,PRJNA399383,SAMN07678073,WGS,isolate: US054,dev_stage: adult,3390661301,2532333,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKH01,WGS,,MAM,Chaetophractus vellerosus,PRJNA399381,SAMN07678071,WGS,isolate: US068,dev_stage: adult,5335596729,7677333,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKI01,WGS,,PRI,Cercopithecus neglectus,PRJNA399380,SAMN07678070,WGS,isolate: BS29,dev_stage: adult,3278860052,2119200,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKJ01,WGS,,PRI,Cebus albifrons,PRJNA399379,SAMN07678068,WGS,isolate: BS31,dev_stage: adult,3058667321,1539166,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKK01,WGS,,ROD,Cavia tschudii,PRJNA399343,SAMN07678017,WGS,isolate: US050,dev_stage: adult,3077352510,1368179,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKL01,WGS,,ROD,Castor canadensis,PRJNA399431,SAMN07678136,WGS,isolate: US014,dev_stage: adult,2761481163,832147,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKM01,WGS,,MAM,Carollia perspicillata,PRJNA399439,SAMN07678055,WGS,isolate: US073,dev_stage: adult,2689411905,1925339,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKN01,WGS,,ROD,Capromys pilorides,PRJNA399377,SAMN07678066,WGS,isolate: US015,dev_stage: adult,3023850356,2352358,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKO01,WGS,,MAM,Canis lupus familiaris,PRJNA399441,SAMN07678141,WGS,isolate: BS72,dev_stage: adult,2544127025,656742,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKP01,WGS,,PRI,Plecturocebus donacophilus,PRJNA399376,SAMN07678140,WGS,isolate: BS44,dev_stage: adult,2959764160,1033983,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKQ01,WGS,,MAM,Beatragus hunteri,PRJNA399375,SAMN07678065,WGS,isolate: BS46,dev_stage: adult,2697255800,535889,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKR01,WGS,,MAM,Artibeus jamaicensis,PRJNA399471,SAMN07678132,WGS,isolate: US092,dev_stage: adult,2424784351,794376,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKS01,WGS,,ROD,Aplodontia rufa,PRJNA399342,SAMN07678037,WGS,isolate: BS102,dev_stage: adult,3005535537,1279526,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKT02,WGS,,MAM,Antilocapra americana,PRJNA399373,SAMN07678063,WGS,isolate: BS35,dev_stage: adult,2955306661,1585152,0,No,0,0,0,No,,,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z
PVKU01,WGS,,MAM,Anoura caudifer,PRJNA399350,SAMN07678033,WGS,isolate: US021,dev_stage: adult,2206589520,337255,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
PVKV01,WGS,,PRI,Alouatta palliata,PRJNA399372,SAMN07678036,WGS,isolate: BS02,dev_stage: adult,3033617595,1136565,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
